story,maslow
John and his son smith was going to a park to celebrate smith's birthday However earlier that day john was doing some fitting in his car John failed to check his break which lead to a failure so they met with an accident,0
John and his mother were in a bad car accident. The police arrived at the accident and immediately called for an ambulance. John was hurt badly in the accident and transported to the hospital where he later died from his injuries.,0
"Joanna, a travel writer, had become bedridden after falling ill and her doctors couldn't figure out what was wrong. They conducted numerous tests and discovered that joanna had contracted a rare but curable illness while overseas. After a short course of treatment, joanna was back to normal and feeling great, able to laugh again now that her health had returned.",0
Jimmy joined the army and was very proud to serve his country. Jimmy was in a battle and after the battle was diagnosed with post traumatic stress syndrome. Years of ptsd caused jimmy to be un hirable and he became a homeless beggar in the streets.,0
"Jill found herself lost in the big city and began to run, frightened of every shadow. Across the street, jill saw a reporter and ominous yellow crime scene tape, imagining the worst. When jill rounded the corner though, she saw a friendly police officer who offered to lead her home.",0
Jessica is a famous model and singer She met with a fire accident at an event and had burns on all over her body . She became ugly and scared on seeing her face in a mirror.,0
Jay got very drunk. Jay decided to go for a ride in his car and had a bad accident. Jay died after his car crash.,0
"Jake was running around outside playing soccer with his friends. A sudden lightning storm popped up, but jake didn't want to go inside. Jake wound up being struck by lightning while playing in the storm and had to go to the hospital.",0
"Jake is a happy, joyful boy and a good football player. One day jake got diagnosed with brain tumor type 4. Jake fought against his sickness but unfortunately he was not cured completely and died.",0
Jack likes to play football in his free time. On 23rd monday jack went to play football with his friends. While playing football jack fell down and he had severe pain in head so he was admitted in hospital.,0
Jack has severe head pain Jack went to the doctor Jack health improves and he starts jogging,0
Jack got injured while playing football so he admitted in hospital After some period jack returned to practice football Finally jack won the award and he felt happy after receiving the award and jack was appreciated with so many peoples.,0
"It was a stormy night that scared jill. She closed her eyes and went to sleep feeling sad. But next day, she woke up to a bright sunny morning and flew a kite.",0
Industries produce enormous amount of green house gas and released it to the atmosphere. Because of that the temperature level of the earth increases rapidly. Climate changes due to this causes more number of disaster's all over the world and people are suffering lot.,0
Ian's mother suffered from a mental illness and yelled at her husband and children all the time. Ian was scared all the time of upsetting his mother and developed a terrible nervous condition that resulted in him having crippling nightmares. Ian's mental health took a turn for the worse and he ended up in the hospital suffering from stress and depression.,0
I went to school and asked out a girl who i had a crush on. Another boy who had a crush got really mad and we got into a fight. I got badly injured and had to go to the hospital.,0
"Hercules is owned by a nice old woman and lives in a very nice home. One day, the old woman got into a car accident. The old woman died and hercules had to go to a shelter.",0
"He is rest of the hospital ,sad of the mind Two men punch of the stage. He is sad of the mind in the room",0
"He is admit to the hospital very high fever. The sun is so hot, so he is very tired He didn't attend his meeting so he is sad.",0
"Harry was down on his luck so he went to a convenience store and stole a bunch of food. He jumped in his car a sped away, only to crash into another car a block away from the store. The police came to the scene and arrested harry for the burglary and he spent the next two years in prison.",0
Hank and him mom are driving in the car. Someone hit their car and both hank and his mom were injured. Hank is in the hospital with serious injuries.,0
"Government and police official tells everyone to wear mask, maintain social distancing and not to go outside without any serious neccessity Sam went for outdoor jogging without wearing face mask inspite of several covid 19 instructions Sam got infected for covid-19 without following the measures and it is sad that he is in hospital bed ,,, hoping him for speedy recovery , please follow sms - social distancing , mask covering face and sanitizing hand frequently mouth ,",0
"Doctor named safety , wanted and spoked about wearing mask all the time when you go out to to safeguard against covid 19 infection , warns about the illness caused by the virus A person name dontcare , went to super market with out wearing mask and doesnt follow the safety guidelines issued by the doctor and the health department , he is well dressed and wears cool glasses for himself but the very must mask is not weared Mr dontcare , tested positive against covid 19 and getting treatment in hospital and the doctors said he is very critical and his lungs is fully infected by virus and doctors are tried hard to save his life .so people dont go out without wearing mask in this pandemic situation",0
"David was very sick as a child. Fortunately, the doctors were able help david overcome his disease. David dedicated the rest of his life to maintain a healthy diet and regular exercise.",0
David was in the hospital because he had gotten very sick. The doctor came in to see david and tell him he was being sent home because he was all better. David's friends were very happy to see him all better when he went to the park to play that afternoon.,0
"Damien was having a really rough time dealing with his boss at his job. Damien went home with a bad headache almost every day from work. Damien gained 50 lbs because he ate so much bad food due to the stress of his job, which made him very unhealthy and sad.",0
"Cindy was so happy to be going on vacation as she sat in the plane on the runway. When the plane was in the air, a soldier from the rebel forces told everyone the plane was being hijacked. Someone tried to stop the hijacking but failed, the pilot was shot causing the plane to crash and everyone died.",0
"Christian told mary that her boyfriend matt met with an accident She went to the hospital and seen matt on bed After the speedy recovery of matt , both mary and matt become happier more that ever",0
Chris was looking forward to playing soccer after school. At school a bully picked a fight with chris. Chris was injured and had to spend the night in a hospital.,0
Chris is a police officer and he is waiting for a real deal Chris gets to be the protection for the city mayor But unfortunately mayor got in a accident under chris protection which is really not in his hands,0
Charles wanted to me a motivational speaker but he was overweight and insecure Charles decided one day to motivate himself and exercise and lose weight to be healthy Charles felt confident again and became the motivational speaker he dreamed of being,0
Cena is a famous football player One day cena life was changed because of his car accident Unfortunately he lost his right leg and he could not able play ever.,0
"Brandon looking in the mirror and having a pep talk with himself before the game While playing the game he did a brilliant job for team but unfortunately injured himself After taking him to the hospital and get treated , but tragically brandon can never walk again",0
"Bobby was a football player and had a tournament that week. Due to his rash driving, he met with an accident. He got admitted in the hospital and no longer play the match.",0
Bob was a good comedian He got drafted into the army He was killed in battle on a stormy night,0
Bob and his son was in a car which is hit by another car and they starts arguing whose at fault A cop came to compromise them and arrest the other person whose at fault Bob and his son left that place happily,0
Billy was excited to be heading to the beach with his mom It started to storm so they had to turn around and head home They were almost home when they got in a car accident,0
Billy is hospitalized after passing out at home. The doctor comes in and prescribes billy some medicine. Billy fully recovers and gets back to his favorite sport.,0
"Billy got really sick and no one could figure out what was wrong with him so he had to be taken to the hospital where he spent a few unnerving nights. After they ran many tests, the doctor came in to tell him that he would be fine and can go home tomorrow morning. After he got the good news, he was able to go home and play in his teams next soccer match while scorring a brace.",0
Bill fell asleep on his couch and was late to work. Bill got into a car accident as he rushed to work. Bill is arrested for causing the car crash,0
"Beringer smith was a good solider who received a medal of honor. While on leave, he took a train to see his best friend. As the train passed through a tunnel, a structural failure occurred and the walls collapsed, killing beringer and everyone else in his passenger car.",0
"Beau tried to reach his brother by phone. Finally, after several days went by, he received word from the police. His brother did not survive the hurricane.",0
Barry started to get a migraine The thunder and lightning made the migraine much worse. Barry was in so much pain he started crying uncontrollably.,0
"Antonio was a great artist, but he started to feel unwell. The doctor told him he was sick with cancer and had to stay in the hospital for treatment, no more painting for him. Sadly, the treatment did not work and after a year long battle, antonio died.",0
"Andrew enjoyed his breakfast before work. On his way to work, andrew was in a car accident. Andrew was late for work and his boss was angry.",0
An old lady was walking to her car to drive it. The sun was shining really brightly so it made it hard to see while driving. It was so bright the old lady got into a car accident.,0
Amanda was about to perform in her first ballet performance. During a preshow check out the doctor told her that she had cancer. Amanda had to check into the hospital and miss the ballet.,0
"Alyssa is a middle aged woman, pregnant with her first child. She went to the doctor for a routine prenatal checkup. Unfortunately, the baby had complications and had to be aborted.",0
"Alex was very good at driving cars. he won a race at the local car championship. One day he was riding the car on highway but he was riding way over the speed limit. one car was coming from the front and he could not control his car, so it resulted in an accident. Alex suffered major injuries and was hospitalized. moral-never driver over the speed limit.",0
"After the fight, jackson left tom's house and tom went for a run. On tom's run, he passed by a car wreck. When tom looked at the car wreck, he noticed jackson was being put into the ambulance due to broken bones from the wreck.",0
After long waiting mary is pregnant and in her third trimester. She was admitted for delivery in hospital. After so much struggle she was a happy mother with a boy baby.,0
Adam was a healthy teenager that made sure to exercise and eat correctly. Adam decided to go out one very cold night and forgot his coat. Adam was taken to the hospital with pneumonia the following week.,0
Accident that 2 cars in opposite. car in the person was injury. Person admit the hospital for leg injury in accident so not go to walk for few months Person is cure for go to walking and healthy,0
A woman and her son were on a road trip to a country they had not been to. They came into a large dark tunnel and proceeded through it. When they came out of the tunnel they were greeted by a military man who arrested them.,0
A thief trying to stole the things from a shop. He got an accident by driving his car fast from the shop. He got to hospitalized due to accident in a car because of steeling things.,0
A person admitted in the hospital A girl if feeling sad see in herself on the mirror A girl is trying to escape from the men who chasing her in dream,0
A mother took her son for a drive in her new car. She got a text message from her boss while driving and read it. She wasn't paying attention to the road because she was texting and got into a car accident.,0
A mother and daughter go for a car ride. A distracted driver hits them head on. The doctor informs them that they both suffered a concussion as a result of the crash.,0
A man gets a distressing call from his mom. She has just stolen a lot of money from a bank They move to a non extradition country and live a happy wealthy life.,0
A child afraid in one man shadow This problem followed by teenage And finally he call police,0
"A bully started punching sam in school, hurting him really badly. Sam was taken to the hospital and placed on a drip Sam was released from hospital and reunited with his best friend",0
"A boy named sam got very sick one day. A really good doctor paid him a visit and knew what to do. After a lot of therapy, sam was able to run again.",0
"When lily was a teenager she met the boy who she would eventually fall in love with and marry. When it was time to start their family, lily became pregnant, but she worried often about the baby's health. Lily gave birth to the baby and he was a happy, healthy child who ate well and loved to play.",1
"When brenda was pregnant with her first child, she could not wait to meet him and to dedicate her life to him. As they got older, brenda could not stand her kids anymore. they drove her crazy, so she left her home. Since brenda never came back her husband steve could not stop crying.",1
When alice was young she had low self esteem because she worried all the time if she was ugly or pretty. When alice got older she started experimenting with makeup and her confidence started to grow. When alice became an adult she had so much confidence in herself that she became a successful and happy model.,1
"Wendolyn thought she had met the love of her life. One day, bob told wendolyn that he was moving away with his family. Wendolyn never got over bob leaving and lived a solitary life.",1
Victoria noticed she was much more hungry than usual with odd cravings. She goes to the doctor who tells her she is pregnant. Her deeply religious family shuns her because she is pregnant out of wedlock and nobody shows up to her baby shower.,1
Victor is a good singer and he loves emily from past one years. He propsed emily but she not replied anything and went home. One day finally emily accepted his proposal and victor was so happy.,1
Tyrell was scared and sad because it was his first day at a new school. Tyler decided to sit with a group of kids he didn't know at lunchtime. Tyler ended up making everyone at the table laugh and he made new friends.,1
Two person got into some disagreement and the boy went away from his girl friend. To resolve the conflict the girl was given the product to his boy friend. Then they re united happily and hugged each other.,1
Trisha came to amelia's home with a surprise gift. Amelia felt super excited but don't know the reason then she saw calender. Amelia laughed a lot because she realised trisha came to wish for her birthday.,1
Tony is a stage singer and he loves nancie from past 3 years. One fine day tony proposed nancie but she went quitly. After few days later nacie accept his proposal and tony was so happy.,1
Tony is a good singer and he loves emily from past two years One fine day he proposed emily but emily went suddenly without answering tony. After few days later she accept his proposal. tony is so happy.,1
Tony is a famous singer and he loves jesse from past two years. One day tony proposed jesse but she went quietly. After few days later jesse accepted tony proposal and he was so happy.,1
"Tony always wanted to become a soldier, so he went to war. Tony was deployed to afghanistan and he spent many hot days in the sun, where he got dehydrated and passed away. Tony's father could not get over the loss and regretted not telling his son not to join the army.",1
"Tom's job as a teacher is to teach math to children at school. Tom's girlfriend, jesse, practices in the backyard for her upcoming ballet recital. They hadn't seen each other for too long, and eventually broke up. tom writes a song after his breakup with his long-time girlfriend.",1
"Tom's father was an active marine. A war broke out in a foreign country, so he was deployed. Unfortunately, tom's father was killed in the war, and he misses him very much.",1
"Tom's father had a job transfer, so he had to leave the his school and friends. He fell ill after relocating to the new city as he was missing his friend leena very badly. Leena came to knew about it and came to meet him, they hugged each-other and were very happy.",1
Tom promised to play football with his friend jackson after school Tom's dad farming in his land on a sunny day Tom's dad worried and cried a lot for his plant so he told tom not to go out and help him.,1
"Tom meet the women of his dreams at school. The couple date several years and eventually got married. After several years of marriage, they had a child together.",1
Tom is nervous during the interview and experience of extreme pressure. John is mesmerized to see a large crowd to welcome him. Jerry is so much happy today because his father take him on a long drive,1
Tom has done lot of shopping for his new family. Rita is planning a grand welcome for her upcoming baby. They dream of a future where they will have a happy family and represent a pleasant place in her life.,1
"Tom had waited most of his life to find his true love, and had resorted to spending most of his time with his pet birds, having given up around the time he turned 50. Tom met sally when they were both elderly, he at the age of 79 and her at the age of 81. Sadly, sally would die just six months after meeting tom, before he could even tell her how he felt about her.",1
"Tom forgot his appointment with jackson and watched tv. After a long wait, jackson came to tom's house and got mad. A old men can work hardly, because they have no family that's way his want take that job.in this age he will get more hard work its seems to a very sad.",1
Tom falls in love with mary Mary accepts tom's love After marriage mary got pregnent,1
"Tom and mary met in kindergarten. 20 years later, mary got pregnant with tom's baby Tom later got sick and died before his baby was born",1
"Tom and mary had a loving relationship. But tom became obsessed with making money and started to neglect mary. Tom is now alone, single and unhappy.",1
Today is his holiday and he is happy. Because his baby drinks milk well today and is quiet. He put the baby to sleep and enjoyed relaxing at home with his wife.,1
Tim spent a lot of time online looking for love. He started talking to a woman named leslie and they hit it off. Leslie ended up not being what she seemed and he had been catfished.,1
Thomas invites a classmate out for a date. They spent the afternoon in the park but he is nervous that it isn't going well. His date hugs him and tells him that she had a great time.,1
They were childhood sweethearts Then she caught him cheating on her And she danced on his grave,1
There was a women who was going to become a mother of a girl. The father was always playing music for the baby girl. The girl loved her father's music so much she became the best dancer in town.,1
"There was a train that suddenly derailed and many people were injured. The local news reported on the story and spread information about the accident to the community. The man, sam, learned via the news that his good friend was seriously injured.",1
There was a grand birthday party with cake to celebrate the boy's birthday. His mother gave him a lovely gift wrapped box. Inside of the box there was a new video game and he played his new game for the rest of the day.,1
Then lisa's owner gets a dog and she has a wonderful new friend. She found a great friend while shopping at the mall and was very happy. Her and her new friend ended up getting married and being very happy.,1
The was a girl named ann that loved a boy. But the boy got real sick one day. Now ann just leaves flowers at the boy's grave.,1
"The two friends are fighting with no reason . The men are very hard working, he is very tired. The finally meet the friend and both are very happy.",1
"The new house was empty of people but the furnishings were very nice and had obviously been well taken care of. We had out first family dinner in our now home on saturday evening. everything there seemed like it was meant to be there for us. Everyone was relaxed and were settled in quite quickly. my favorite part of the house was the grand piano in the living room, and my playing echoed off the walls and filled our new home with beautiful music.",1
The named john is a only child for his parents He used to play video games alone in his house At last he got new friends and started playing outside in the ground,1
The man enjoying his holiday in a desert His wife eagerly waiting for his coming After meeting they are very happy and enjoying their dinner,1
The man came home and told his father that he's going out on a date with a girl he just met. The date went very well and the girl found the man very amusing and laugh constantly at his jokes. The women later became the man's wife and became pregnant with their first child.,1
"The home lisa went to has a small baby. The baby grew up and would let lisa sleep on the bed with her at night. On day, the girl brought lisa a toy mouse to play with as a gift.",1
The great dictator was going to start a war He decided to have a parade instead Then an old man gave him a bird and he became very happy and called off the war.,1
"The girl, shanve was worried going to a new school. She met a boy named nandha and spoke to him. They became the best friends and lived happy.",1
"The fortune teller told joan she saw a broken heart in joan's future. On her way home, joan was blinded by tears and bumped into another car. The driver joan bumped into turned out to be her future husband, and together they raised a family.",1
The family discusses dinner party plans as it's the parent's anniversary. The father drove the child to the restaurant while the mother has just left from work. The mother unfortunately died in a car accident and never made it to the restaurant.,1
The day was bright and sunny. Amy decided to run to the park to meet her friend jake Amy saw jake trip over a branch and break his leg.,1
The couple were in love and they decided to get marry The girl is pregnant She delivered a cute lovely baby,1
"The cat, lisa, is lonely because she has no friends She went out of the house for the first time for finding friend She met a new friend and is no longer lonely",1
"The cat, jacob, longed for going to the beach. He waited for his friend to come home from school. Then they went to the beach and had a great day!",1
The boy was very sick. so he is admitted in the hospital He watching a tv in a holiday After a long time he met his friend,1
The boy was laying in a hospital bed sick. The doctor came in with the results. The parents of the child heard the good news and began thinking about the future that was to come for the boy.,1
The boy wants to play football The boy and his girl friend loves truly When he is old. he is remembering his old memoris,1
"The boy very happily move his life He went to desert for his holiday He was tired of the heat, but he was happy to cross the desert on a camel, his longtime dream.",1
"The boy very fever so admit the hospital. Since the boy was the leader of the national football team, he had to inform the team manager that he was hospitalized. The team manager attend the meeting so the person is very sad.",1
The boy is scared to ask the girl out on a date. The boy decides to be brave and ask her out by texting her. The girl happily accepted and is making herself pretty for the date.,1
"The boy is enjoying the video games. The two best friends after long time meet the happiest. Finally, they fell in love and the lady is enjoying the our pregnancy",1
The boy happily playing a video game in his home He studied in his class room He was cried about his family situation,1
"The boy crying the garden His father goes for a drive to please his son. He returns home, but his younger brother is angry with his older brother and father who left him and went out to play.",1
"The aisha is very sad for inside but she is outside enjoying. She has a cat allergy, but her friends keep telling her to adopt a cat. The aisha is very angry at the people she is mad for everyone.",1
Terry serves in the military and has to fight in a war for over 6 years. Terry takes a job as a construction worker on his return but struggles with his mental health. Terry does not get the help needed and ends up leaving his job and living homeless on the street.,1
Tendulkar is a sincere worker who really worked hard for his family. Osama is a hacker who hacked tendulkar's bank account and he transferred all his money. Tendulkar cried a lot when he know about this hacking issue.,1
Susan had just come home from a long and stressful day at work. Her husband reminded her that it was their wedding anniversary. Susan was surprised by the wonderful gift her husband had bought for her.,1
Susan and michael are friend from the childhood When the school is completed michael went to propose her Michael got so devastated and fell into deep sorrow,1
Steve was lonely because he didn't have a significant other and spent all his time working. Steve decided to ask a woman that he knew out on a date. Steve and the woman got married and made a child together which they loved.,1
Steve was a soldier who was sent off to war. He wanted to provide a good life for his wife back home. Steve ended up dying in a car accident.,1
"Soldier is returning home from war. They spend the rest of their lives singing together on the piano. They received good psychic readings from tarot cards and psychics, and they lived happily ever after.",1
"Smith promised to play football with his friend sachin after school Smith forget his appointment with sachin and played keyboard After a long wait, sachin came to smith's house and got mad.",1
"Simon was a lonely child and didn't have any friends. To make himself feel good, simon turned to food and ate lots of sweets. Simon grew up and became a sad, overweight adult who only found comfort in food.",1
Sheila and louis are friends from school They fall in love with each other Sheila proposed louis with a gift and he said her yes,1
Sheela was getting ready to meet her friend after long gap She met her boyfriend in a park and hugged her She was so happy after that meeting,1
She met her friend several days later. She listens to the sound of the loudspeaker and dances. He is very happy that he met a girl who dance very well.,1
She met her friend or lover to this person his marriage She is after marriage in pregnancy time waiting for a baby She is get to new born baby and child happy to tha play with toys.,1
She loves the food at the table. She loves the moment she decorates the table with food. She loves the moment she shares her food with her friends.,1
"She is mary, she has more disappointments, so she feel lonely She is angry with friends for breaking her promise, so she shouting She is very happy that she knows it was all a surprise party, so she is dancing",1
She drives to see her friend. She is meeting a new friend and sharing the happy . She is eating a cake because our favorite cake.,1
"Sarah was such a lovable cat. One day her owner got very sick. They her own, a little girl, died and left sarah all alone.",1
Sarah was feeling overwhelmed while shopping for the holidays. She even got in a minor car accident on the way home. Thankfully she still found time to cook her family a meal that everyone loved.,1
"Sarah travels in a desert with a camel She left the house to find her new friend. After a fun day, sara slept peacefully in his bedroom",1
"Sarah got mad at her parents and ran away from home. The weather was cold, and a heavy snow storm started. Sarah got cold and sick and ended up in the hospital.",1
Sara and john loves each other. One day john fight with his friend. Sara watching that fight she sad immediately.,1
Sammi left a very smelly pile of poop near his owners and his dad was very angry. Sammi's mom thought it was hilarious and scolded sammi's dad for yelling at the sammi. Sammi got a very gourmet dinner as an apology from his dad.,1
Sam spent the day at school. Sam left school and headed home. When he got there his mother was waiting with a present because it was his birthday.,1
"Sam and teena were bestfriends from two years, one fine day sam proposed teena. Teena accepted the proposal, and the relationship between them is well and good. Because of misunderstanding, the relationship was broken and they were separated.",1
"Sally was out jogging in the park Sally heard her phone ring, answered the call and rushed home When sally arrived home her boyfriend told her that her dog toby had died",1
"Sally prepared to get ready for thie first day of her new college Sally was a target of of a vindictive ex boyfriend a graduating class above her who spread nasty rumors about her Sally did not fit in and became a target of ridicule from other students, she left a week later as a result.",1
Rossi went to meet his boyfriend with a gift After met his boyfriend rossi was happy After some says they had a fight so rossi went sad after that time.,1
Rose invited her best friend tony to her birthday party and tony promised her . But tony was ill that day and could not attend the party Rose was very sad without tony in her birthday party.,1
Ronaldo is a stage singer and he loves nancie from past two years. He went nancie home and proposed her but she said no and then ronaldo went sadly. Next day nancie called ronaldo and accepted his proposal. ronaldo was so happy.,1
"Roma invites her friends to attend a party at her house. Roma is saddened by the heavy rain that day but her friends reach her house in the rain. Roma froze in joy, dining with her friends and happily celebrating the party.",1
"Robert, william and james were friends. William and james locked robert inside a restroom. Robert came out and fought with james.",1
"Robert cheated while playing cards with his friend. One of robert's friends caught him cheating and made a public announcement about it. Robert found himself all alone, no one wanted to play with him anymore.",1
"Raj is a innocent guy, he has deep love on teena from past two years One fine day finally raj proposed teena and went suddenly. After few days later teena accept his proposal and raj is so happy.",1
"Ragu's father is a police man. he loves his son very much. Ragu is a foot ball player. playing for his country is his ultimate aim of life. his father highly supports his aim. he motivates him every time while he plays football. Due to ragu's hard work, he has been selected for his country's national team and played his role well to get a world cup final match. ragu's father arranges a celebration to receive him in a grand manner. he is in the open car and all people appreciate him for his greatest achievement. hard work never fails.",1
"Ragu and monica are close friends. one day monica jugged ragu for appreciating him for securing first mark in the examination. Monica's brother see this and make fight with ragu for hugging his sister. he misunderstand the relationship between them. With this anger, monica's brother drive the car and he met with an accident with another car.",1
"Pinky the cat only had one friend, her stuffed little teddy bear. She would look up at the moon and stars, wishing she had a real friend. One day she decided to explore the world outside, where she was struck by two cars and died a sad death.",1
Paul broke up with emily and called her ugly. She worked on herself and got a makeover. She is now confident and dating the most popular boy in school.,1
"One of the people at the home is a chef and cooks a lot of delicious food, sometimes giving the cat some. When there is food, there is parties and the cat always has someone to give her attention and pet her. Even when only one person is home, there is still someone there for the cat to curl in bed with.",1
One fine morning john went to jogging After some time john came home to play video games and he was looking to bought for a new games One day john father came from abroad to see john and he bought some video games to john and he felt happy after receiving that games.,1
One day lisa proposed to tom. And tom also proposed lisa in front of friends at stage. Finally tom and lisa are happy.,1
"On the last day of school, mary and her friend tom said goodbye at the school gates. Mary was worried that she wouldn't see her friend all summer. Mary was so happy when she ran into tom at the park that she gave him a huge hug.",1
Olivia getting ready to meet her boy friend after corona lock down. She bought a gift for her friend They were happy to meet after long gap and hugged each other,1
"Nina and her husband was trying to have a baby for 3 year but she can't get pregnant Her husband suggest to go and see a doctor, so they went and she went through some treatment which result in her got pregnant After 9 month they were blessed with a baby girl",1
Nancy was in a horrible mood. Her friend paul told her a funny joke. Nancy laughed so hard she forgot her troubles.,1
My youngest daughter was pregnant and it was a tough pregnancy because she was 38 and time was running out to have a baby. I can remember as each day passed and i woke up and said to myself one more day and that baby is close. It is an amazing experience when my daughter is going to have a baby and i am going to be a grandmother.,1
My husband threw a surprise party for my 50th birthday and took me on a treasure hunt that led to an amazing surprise present. When i opened the last clue and was led to the final clue it was a poem about us going on a trip to scotland. The trip was the trip of a lifetime because i stood on the north end of scotland thinking about the clan and how important my heritage is to me.,1
"Mr. miller looked forward to life after retirement, pursuing hobbies like birdwatching. Even when his wife passed away, mr. miller focused on the many good years they had together. But eventually mr. miller's life fell apart without his wife's steady companionship, and he ended up sad and homeless.",1
Mohit is a hard worker. he is a father of rithesh. mohit loves his son very much. Mohit's ultimate goal is to make his son a doctor. he worked day and night and saves lot of money for his son't study. Rithesh understands his father's pain for his success. he studied well and join in medical school and he completed his doctor degree and become a doctor. his father mohit arranges a grand reception to receive his son as a doctor. both of them really proud about each other.,1
"Mike loved his family and loved spending time with them. One day while coming back from office, he met with a car accident. Unfortunately, he couldn't survive and passed away leaving his family alone.",1
"Mike is in love with rachel and he started following her Rachel miss understood and got scared, she started running Police stops mike and arrested him",1
"Mike had a crush on missy, but he was too scared to tell her. One day, he decided he was going to be brave. even if she said she did not like him back, at least he will know that he tried. he pulled her and aside and whispered in her ear, i like you. Missy turned around, a huge smile on her face. she liked him too and now they could be together. she threw her arms around mike and wrapped him in a big hug.",1
"Mike and jenny liked each other and they decided to become a couple after many months of cute flirting. Jenny had a friend joe who was jelous of the time she was spending with mike, so he made up a story about how mike had broken anothers girls heart to get her to dump him. Once jenny went to mike and tols him what happened, he went to find joe and they got into a fight over what he had said about him to jenny.",1
Michael wanted to get healthy and lose weight. His girlfriend broke up with him because he spent too much time exercising. Michael ended up being depressed and eating food and gaining a lot of weight.,1
Michael had been in the hospital for a while. His friends wanted to make him feel better so they decided to buy him a fruit bouquet. When michael got out of the hospital he was very grateful and thanked all his friends for their generosity.,1
Mia has finished her last exams and it's finally summer break. Mia hugged her best friend ben on her last day of school before her summer break. Mia is so happy she doesn't have to go to school during her summer break.,1
Messi is famous food ball player. he loves jessie from past 1 year. One day he proposed jessie but she did not reply messi and went. After few days later jessie accept messi proposal and he was so happy.,1
Melvin came into work late one morning and his boss caught him. Deandra laughed at melvin because he got in trouble. Melvin and deandra got into a fight about it and aren't friends anymore.,1
Melissa ran to the nearby train to make sure she would arrive on time. She made it just in time and noticed that there was nobody else at the station. She met her brother that she hasn't seen for two years and they spend the day together.,1
Melissa decided to get dressed up for her boyfriend. She went outside to practice the dance that she would do in front of him later on. She ended up being laughed at by her friends while she was rehearsing her dance and decided to stay home.,1
Melissa and her family are moving so she says goodbye to her best friend johnathan. Years later melissa flies back to her home town to visit her friend who she has not seen in a long time. Melissa asks around town about her friend johnathan but finds out he died and was buried just 2 days before she came to visit.,1
"Megan and peter were in a new relationship. Soon, megan made a habit of poking fun at peter. Peter was fed up and broke up with her.",1
Matthew was a famous singer and went abroad. His wife got sick and was in bed. He could not return home immediately and was crying for this incident.,1
Matt was lonely and depressed from working so much. He decided to go shopping to throw a get-together with his friends and family. He prepared a massive feast which everyone enjoyed.,1
Mary was getting ready for her blind date. She met tom at the entrance gate to a beautiful park. Mary and tom had an amazing time at their picnic in the park and shared a hug after agreeing to go on a second date.,1
Mary was bored at home. She decided to take a walk. Mary saw a friend and gave him a hug.,1
Mary trying to propose mike. But mike love another girl. At end of the day she started crying.,1
Mary returning from school and she felt hungry Mary's mother present a gift for her good marks in all subjects. As another surprise her mother kept mary's favourite chocolate cake on the table and mary ate it. happily.,1
Mary invited her friends for dinner to celebrate her birthday party. The food served in the party is very spicy. All the guests ended up in the hospital with stomach infections.,1
Mary invited all of her friends over for her birthday. She made all kinds of food and planned lots of activities. Only the cat came to the party.,1
Mary has no boy friend Mary met mathew at school Mary and mathew has fallen in love,1
"Mary had not been feeling well and was worried about her baby in the final triamester of her pregnancy. She went to the doctor, and he came in with the news, the baby would need to come now. The baby was delivered and arrived into the world happy and healthy after giving his mother a fright.",1
Mary had been feeling lonely lately. It was her birthday and she thought nobody would remember. Her daughter visited and gave her a great gift.,1
Mary fretted over what to buy her rich friend for her birthday. She finally decided on a simply wrapped jewelry box. Her rich friend took one look at the gift and burst out laughing hurting mary's feelings.,1
Mary and ken had a very loving relationship. But harry started to fill mary's mind with rumours against ken. Now mary is sad and alone after breaking up with ken.,1
Marvin bought a new house and furnished it elegantly. Marvin enjoyed spending time and working in his home office. The faucet in his house leaked and completely flooded marvin's new home.,1
Martin and julie are husband and wife. Julie got pregnant and was happy. Julie gave birth to a baby named harry.,1
"Marie was backpacking and came to a fork in the road. She decided to take the path that led through the forest. After some time traveling she met nick, the boy of her dreams.",1
Maria met a wonderful young man named marcus and fell in love with him. Maria and marcus got married and decided to have a baby. Maria and marcus had a beautiful healthy baby that they love very much.,1
Margaret was single and wanted to go pick up cat food and groceries. While she was there she met a man. They ended up getting married and having a baby.,1
"Long ago there lived an elderly woman in a village She wanted to meet her daughter who was living in city To her surprise, her daughter came to meet her with a friend",1
"Lisa's new friend likes to watch movies and pet her. Her new friend enjoys playing music, lisa loves to watch him play. Everyday, when lisa'a friend returns home, he brings her a new toy to play with and this makes her feel loved.",1
"Lisa was a beautiful girl, but somehow couldn't find a man who wanted to settle down and raise a family. One day, lisa was walking and met bill. Lisa and bill fell in love and began a family right away.",1
Lisa is very lonely feeling because her husband living to the abroad Her husband return to see the lisa but not tell wife lisa. Finealy she meet husband and she has no longer sad feel.,1
Lisa felt lonely at the home Lisa falls in love with mathew Lisa and mathew later got separated due to misunderstanding,1
"Lisa and roy have fallen in love Lisa got pregnant after marriage with roy Lisa felt alone after the marriage with roy, as he doesn't care about her",1
Lisa and mathew fall in love with each other Lisa and mathew had an heated argument Lisa and mathew decided to separate after the argument,1
Leonard met a girl at school whom he thought was nice. They loved talking to each other about all kinds of things. They both realized they were meant for each other and became boyfriend and girlfriend.,1
"Kim played video games while waiting for people to come to her party. Kim eventually screamed in anger because no one showed up. Kim sat in her chair the whole night, alone on her birthday.",1
